employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor
Kellie Meghan Roberts,KMR0682,Kellie.Meghan.Roberts@dtaa.com,MaterialsEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,4 - MaterialsEngineering,Benjamin Wylie Kane
Eden Clinton Acevedo,ECA1221,Eden.Clinton.Acevedo@dtaa.com,ComputerProgrammer,Project 90,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,5 - DesktopSoftware,Kermit Ishmael Calderon
Amery Rahim Chaney,ARC1725,Amery.Rahim.Chaney@dtaa.com,Manager,Project 23,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,9 - WebSoftware,Aidan Ryder Bird
Drew Rashad Keller,DRK3644,Drew.Rashad.Keller@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield
Tatyana Alexa Barlow,TAB0684,Tatyana.Alexa.Barlow@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,5 - SystemsEngineering,Nigel Jakeem Mosley
Nicole Jenette Graham,NJG2979,Nicole.Jenette.Graham@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,4 - RegionalFieldService,Sarah Lilah Mason
Chandler Martin Page,CMP2946,Chandler.Martin.Page@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,4 - RegionalSales,Tanisha Chiquita Mullins
Calista Karen Powell,CKP0659,Calista.Karen.Powell@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,2 - MechanicalEngineering,Grace Jasmine Gamble
Herman Chaney Mayo,HCM2945,Herman.Chaney.Mayo@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,4 - RegionalSales,Tanisha Chiquita Mullins
Justin Daquan Barlow,JDB3127,Justin.Daquan.Barlow@dtaa.com,Mathematician,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,5 - Lab,Bethany Diana Jordan
Jesse Cedric Robbins,JCR1148,Jesse.Cedric.Robbins@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,8 - ElectricalEngineering,Colin Ignatius Hines
Keaton Andrew Stout,KAS2029,Keaton.Andrew.Stout@dtaa.com,Mathematician,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,3 - Lab,Lamar Benjamin Johnston
Deborah Amy Reyes,DAR3637,Deborah.Amy.Reyes@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield
Malcolm Duncan Goodwin,MDG0657,Malcolm.Duncan.Goodwin@dtaa.com,TechnicalWriter,Project 23,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,1 - Publications,Carly Kaden Berry
Axel Timon Raymond,ATR3231,Axel.Timon.Raymond@dtaa.com,SystemsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,24 - SystemsEngineering,Oliver Brock Howe
Conan Tanner Hughes,CTH2220,Conan.Tanner.Hughes@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,5 - Stockroom,Malachi Nicolas Ward
Amethyst Portia Alford,APA1788,Amethyst.Portia.Alford@dtaa.com,Physicist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley
Tad Jerome Bright,TJB0540,Tad.Jerome.Bright@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,2 - MechanicalEngineering,Yardley Aidan Vang
Ariel Ria Crosby,ARC3034,Ariel.Ria.Crosby@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,9 - BuildingSecurity,Uriah Cain Weiss
Anika Cherokee Wood,ACW0464,Anika.Cherokee.Wood@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,2 - ElectronicSecurity,Carl Garrett Morgan
Rachel April Forbes,RAF1290,Rachel.April.Forbes@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,8 - ElectricalEngineering,Megan Kalia Dawson
Hanae Stella Parker,HSP1675,Hanae.Stella.Parker@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,2 - RegionalFieldService,Haley Madeline Thomas
Pamela Julie Case,PJC1252,Pamela.Julie.Case@dtaa.com,SoftwareDeveloper,Project 37,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,7 - WebSoftware,Farrah Molly Caldwell
Adam Ryder Cummings,ARC1223,Adam.Ryder.Cummings@dtaa.com,ComputerProgrammer,Project 33,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,5 - DesktopSoftware,Kermit Ishmael Calderon
Mari Ciara Sykes,MCS3301,Mari.Ciara.Sykes@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,September Hanae Ward
Axel Garth Frazier,AGF2302,Axel.Garth.Frazier@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,3 - RegionalFieldService,Eric Macaulay Sanchez
Odysseus Jonathan Tanner,OJT3599,Odysseus.Jonathan.Tanner@dtaa.com,ComputerScientist,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher
Baker William Galloway,BWG3220,Baker.William.Galloway@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,23 - ElectricalEngineering,Driscoll Darius Lawrence
Ahmed Arsenio Cote,AAC0610,Ahmed.Arsenio.Cote@dtaa.com,SoftwareQualityEngineer,Project 20,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,1 - SQA,Ann Tamekah Daniels
Ila Shellie Hendrix,ISH0051,Ila.Shellie.Hendrix@dtaa.com,AdministrativeAssistant,,1,2 - ResearchAndEngineering_Commercial,,,Vance Sawyer Fischer
Shaeleigh Lysandra Buck,SLB2519,Shaeleigh.Lysandra.Buck@dtaa.com,ComputerScientist,Project 95,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,20 - SystemsEngineering,Carter Charles Wells
Finn Jonathan Ashley,FJA1848,Finn.Jonathan.Ashley@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,13 - ElectricalEngineering,Cole Nicolas Knight
Travis Hakeem Rocha,THR3371,Travis.Hakeem.Rocha@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,5 - RegionalSales,Otto Alexander Wilkins
Shelley Lilah Lester,SLL0504,Shelley.Lilah.Lester@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,3 - EmbeddedSoftware,Anjolie Samantha Gonzales
Jared Price Johns,JPJ0227,Jared.Price.Johns@dtaa.com,Manager,Project 36,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,4 - WebSoftware,Aidan Ryder Bird
Kameko Evangeline Hoffman,KEH0665,Kameko.Evangeline.Hoffman@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,2 - MechanicalEngineering,Grace Jasmine Gamble
Lev Dexter Browning,LDB3304,Lev.Dexter.Browning@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,September Hanae Ward
Zephania Wesley Stout,ZWS3625,Zephania.Wesley.Stout@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,11 - Stockroom,Rafael Jeremy Sellers
Lawrence Abraham Sampson,LAS3757,Lawrence.Abraham.Sampson@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,Patience Montana Horton
Jada Delilah Hebert,JDH1027,Jada.Delilah.Hebert@dtaa.com,NursePractitioner,,1,1 - Adminstration,4 - Safety,2 - Medical,Travis Hasad Berg
Cade Benjamin Dotson,CBD0802,Cade.Benjamin.Dotson@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,4 - MaterialsEngineering,Keiko Libby Porter
Berk Brody Molina,BBM3688,Berk.Brody.Molina@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,Melissa Laura Cardenas
Hall Norman Blackburn,HNB2571,Hall.Norman.Blackburn@dtaa.com,WebDeveloper,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,Brenna Nora Sears
Isaac Phelan Kent,IPK2575,Isaac.Phelan.Kent@dtaa.com,SoftwareDeveloper,Project 88,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,Brenna Nora Sears
Jena Kay Dominguez,JKD1115,Jena.Kay.Dominguez@dtaa.com,WebDeveloper,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,7 - WebSoftware,Amanda Sydney Decker
Ryder Kirk Griffin,RKG2587,Ryder.Kirk.Griffin@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,17 - MechanicalEngineering,Ashton Jerome Meyers
Ainsley Victoria Hodge,AVH3584,Ainsley.Victoria.Hodge@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,6 - Lab,Latifah Germane Schwartz
Ahmed Jack Knowles,AJK0611,Ahmed.Jack.Knowles@dtaa.com,ComputerProgrammer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,2 - DesktopSoftware,Hedy Ivana Pennington
Palmer Xander Reed,PXR3453,Palmer.Xander.Reed@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,Hedy Kristen Mcfadden
Barry Noble Russell,BNR2527,Barry.Noble.Russell@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,20 - SystemsEngineering,Carter Charles Wells
Libby MacKensie Juarez,LMJ1783,Libby.MacKensie.Juarez@dtaa.com,Physicist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley
Tyrone Axel Prince,TAP0631,Tyrone.Axel.Prince@dtaa.com,SoftwareDeveloper,Project 26,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,3 - EmbeddedSoftware,Jeanette Macey Simpson
Clementine Cassady Williams,CCW3901,Clementine.Cassady.Williams@dtaa.com,Mathematician,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,7 - Lab,Gareth Dante Mccray
Rose Wilma Nieves,RWN1705,Rose.Wilma.Nieves@dtaa.com,Manager,Project 43,1,1 - Adminstration,5 - Security,5 - BuildingSecurity,Peter Nicholas Livingston
Ahmed Lester Nguyen,ALN2046,Ahmed.Lester.Nguyen@dtaa.com,SoftwareDeveloper,Project 95,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,8 - DesktopSoftware,Cadman Colin Hewitt
Albert Zephania Kirby,AZK0622,Albert.Zephania.Kirby@dtaa.com,HardwareEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,3 - EmbeddedSoftware,Jeanette Macey Simpson
Alan Sean Kim,ASK0599,Alan.Sean.Kim@dtaa.com,Physicist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,1 - Lab,Charlotte Ramona Maxwell
William Beck Lawson,WBL2852,William.Beck.Lawson@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,Demetria Sage Melendez
Oscar Chadwick Crosby,OCC0107,Oscar.Chadwick.Crosby@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,2 - MechanicalEngineering,Yardley Aidan Vang
Gisela Stacy Stephens,GSS0841,Gisela.Stacy.Stephens@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,Hammett Zeus Hodge
Brent Randall Barber,BRB2143,Brent.Randall.Barber@dtaa.com,Technician,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,16 - TestAndEvalualtion,Ifeoma Mechelle Nash
Julie Jolie Avery,JJA1399,Julie.Jolie.Avery@dtaa.com,WebDeveloper,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,7 - WebSoftware,Xena Ayanna Robbins
Bianca Athena Banks,BAB2968,Bianca.Athena.Banks@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,4 - RegionalFieldService,Sarah Lilah Mason
Ora Martena Page,OMP1671,Ora.Martena.Page@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,Cheryl Brianna Aguirre
Echo Yen Donaldson,EYD2871,Echo.Yen.Donaldson@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,Demetria Sage Melendez
Cedric Kieran Leach,CKL0697,Cedric.Kieran.Leach@dtaa.com,HardwareEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,5 - SystemsEngineering,Nigel Jakeem Mosley
Cruz Ignatius Gutierrez,CIG1277,Cruz.Ignatius.Gutierrez@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,7 - MechanicalEngineering,Akeem Timothy Manning
Ingrid Nita Barnett,INB3109,Ingrid.Nita.Barnett@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,24 - SystemsEngineering,Hop Alfonso Palmer
Henry Benedict Mcleod,HBM0676,Henry.Benedict.Mcleod@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,3 - ElectricalEngineering,Xantha Imani Waters
Erich Phillip Holmes,EPH2834,Erich.Phillip.Holmes@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,7 - Stockroom,Britanney Ursa Shepard
Berk Cole Hester,BCH3651,Berk.Cole.Hester@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield
Alexis Gay Bruce,AGB0057,Alexis.Gay.Bruce@dtaa.com,ProjectManager,Project 45,1,2 - ResearchAndEngineering_Commercial,1 - ProjectManagement,,Nolan Isaiah Mason
Shay Hiroko Gross,SHG1281,Shay.Hiroko.Gross@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,8 - ElectricalEngineering,Megan Kalia Dawson
Grace Nell Tate,GNT0221,Grace.Nell.Tate@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,1 - Lab,Jonathan Laith Casey
Kylie Jeanette Callahan,KJC3748,Kylie.Jeanette.Callahan@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,Patience Montana Horton
Cynthia Maite Roth,CMR1470,Cynthia.Maite.Roth@dtaa.com,TestEngineer,Project 60,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,11 - TestAndEvalualtion,Naida Shellie Barlow
Gannon Rigel Paul,GRP0277,Gannon.Rigel.Paul@dtaa.com,AdministrativeAssistant,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,Oprah Gail Webb
Ariel Stephanie Case,ASC0177,Ariel.Stephanie.Case@dtaa.com,TechnicalWriter,Project 40,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,1 - Publications,Carly Kaden Berry
Kitra Britanney Mcdaniel,KBM3460,Kitra.Britanney.Mcdaniel@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,Hedy Kristen Mcfadden
Brandon Damian Pittman,BDP3912,Brandon.Damian.Pittman@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,13 - Stockroom,Winter Adele Hahn
Lilah Quynn Juarez,LQJ3060,Lilah.Quynn.Juarez@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,5 - Lab,Zelda Zelenia Owens
Kendall Thomas Dillard,KTD2249,Kendall.Thomas.Dillard@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,6 - AssemblyDept,Drew Owen Coleman
Geraldine Daria Young,GDY2724,Geraldine.Daria.Young@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,19 - MaterialsEngineering,Shaeleigh Darryl Hill
Ferdinand Derek Hansen,FDH0299,Ferdinand.Derek.Hansen@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,Hammett Zeus Hodge
Montana Amaya Powers,MAP0215,Montana.Amaya.Powers@dtaa.com,AdministrativeAssistant,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,,Gisela Ivana Bolton
Mechelle Oprah Bridges,MOB1914,Mechelle.Oprah.Bridges@dtaa.com,Mathematician,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,3 - Lab,Quincy Joshua Olsen
Ingrid Maxine Humphrey,IMH0562,Ingrid.Maxine.Humphrey@dtaa.com,HardwareEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,5 - SystemsEngineering,Dora Aretha Macdonald
Cathleen Illana Stanton,CIS3471,Cathleen.Illana.Stanton@dtaa.com,Manager,Project 51,1,1 - Adminstration,4 - Safety,6 - Medical,Savannah Libby Carroll
Eve Teagan Mccarthy,ETM2542,Eve.Teagan.Mccarthy@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,21 - TestAndEvalualtion,Rebecca Stephanie Edwards
Craig Theodore Pennington,CTP3877,Craig.Theodore.Pennington@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,7 - Lab,Zelda Aretha Wallace
Tyler Camden Hale,TCH2216,Tyler.Camden.Hale@dtaa.com,StockroomClerk,Project 12,1,6 - Manufacturing_Government,3 - Assembly,5 - Stockroom,Malachi Nicolas Ward
Barrett Flynn Roach,BFR3250,Barrett.Flynn.Roach@dtaa.com,HardwareEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,24 - SystemsEngineering,Oliver Brock Howe
Deacon Rigel Blake,DRB1780,Deacon.Rigel.Blake@dtaa.com,Scientist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley
Tanek Bernard Simon,TBS3382,Tanek.Bernard.Simon@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds
Blair Warren Woods,BWW1159,Blair.Warren.Woods@dtaa.com,MaterialsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,9 - MaterialsEngineering,Colorado Hamish Benjamin
Alan Avram Moore,AAM0138,Alan.Avram.Moore@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,,Inez Sage Marks
Karleigh Harriet Conner,KHC3350,Karleigh.Harriet.Conner@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,10 - AssemblyDept,Ira Austin Avery
Amos Ahmed Burch,AAB0162,Amos.Ahmed.Burch@dtaa.com,HardwareEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,3 - EmbeddedSoftware,Jeanette Macey Simpson
Ulric Wallace Bowen,UWB0395,Ulric.Wallace.Bowen@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,Jessamine Madeson Eaton
Blair Kylan Compton,BKC2698,Blair.Kylan.Compton@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,17 - MechanicalEngineering,Tyler Peter Grimes
Taylor Gretchen Phelps,TGP1343,Taylor.Gretchen.Phelps@dtaa.com,TestEngineer,Project 47,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,11 - TestAndEvalualtion,Hakeem Levi Mcgee
Price Eaton Cardenas,PEC0475,Price.Eaton.Cardenas@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,1 - Lab,Basil Bruno Tyson
Keely Amanda Gamble,KAG2599,Keely.Amanda.Gamble@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,18 - ElectricalEngineering,Malcolm Amal Rollins
Ava Illiana Juarez,AIJ3995,Ava.Illiana.Juarez@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,Hillary Zenaida Adkins
Ciaran Wade Riggs,CWR0117,Ciaran.Wade.Riggs@dtaa.com,MaterialsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,4 - MaterialsEngineering,Rama Veda Reyes
Victor Todd Byers,VTB2147,Victor.Todd.Byers@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,16 - TestAndEvalualtion,Ifeoma Mechelle Nash
Kyla Anne Larsen,KAL1210,Kyla.Anne.Larsen@dtaa.com,Scientist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,2 - Lab,Herman Bert Cook
Lev Dillon Hodges,LDH0574,Lev.Dillon.Hodges@dtaa.com,ComputerScientist,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,5 - SystemsEngineering,Dora Aretha Macdonald
Haley Emily Tucker,HET0359,Haley.Emily.Tucker@dtaa.com,Accountant,Project 5,1,7 - Finance,1 - Accounting,,Mari Faith Lester
Zoe Lilah Gomez,ZLG3090,Zoe.Lilah.Gomez@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,23 - ElectricalEngineering,Diana Colette Clayton
Berk Hayden Norris,BHN2290,Berk.Hayden.Norris@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,3 - RegionalFieldService,Eric Macaulay Sanchez
Uriah Sean Collins,USC3486,Uriah.Sean.Collins@dtaa.com,FieldServiceEngineer,,1,9 - SalesAndMarketing_Government,3 - FieldService,6 - RegionalFieldService,Denton Colin Burch
Hedy Ivana Pennington,HIP0148,Hedy.Ivana.Pennington@dtaa.com,Manager,Project 86,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,2 - DesktopSoftware,Kaden Ezekiel Osborne
Mariko Rose Sanford,MRS1520,Mariko.Rose.Sanford@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,Mark William Horne
Branden Chadwick Lancaster,BCL2082,Branden.Chadwick.Lancaster@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,12 - MechanicalEngineering,George Guy Hayden
Marsden Caleb Barrera,MCB2802,Marsden.Caleb.Barrera@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,Kuame Alvin Henry
Moana Avye Horne,MAH0590,Moana.Avye.Horne@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,Donna Renee Dejesus
Beau Levi Leon,BLL3585,Beau.Levi.Leon@dtaa.com,Mathematician,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,6 - Lab,Latifah Germane Schwartz
Neville Maxwell Morgan,NMM1560,Neville.Maxwell.Morgan@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,Kennedy Beau Alvarez
Rae Lael Hunt,RLH0358,Rae.Lael.Hunt@dtaa.com,AdministrativeAssistant,,1,7 - Finance,1 - Accounting,,Mari Faith Lester
Davis Dustin Caldwell,DDC0980,Davis.Dustin.Caldwell@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,1 - RegionalFieldService,Sydney Medge Ellis
William Jonah Carey,WJC2637,William.Jonah.Carey@dtaa.com,SystemsEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,20 - SystemsEngineering,Bernard Bevis Foley
Brynne Jeanette Sharp,BJS0053,Brynne.Jeanette.Sharp@dtaa.com,Director,,1,2 - ResearchAndEngineering_Commercial,2 - Research,,Vance Sawyer Fischer
Camille Inez Duffy,CID3774,Camille.Inez.Duffy@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,Martina Nina Cain
Stella Maryam Mckenzie,SMM3221,Stella.Maryam.Mckenzie@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,23 - ElectricalEngineering,Driscoll Darius Lawrence
Candace Freya Leonard,CFL0156,Candace.Freya.Leonard@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,2 - DesktopSoftware,Hedy Ivana Pennington
Quin Faith Daniel,QFD1857,Quin.Faith.Daniel@dtaa.com,MaterialsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,14 - MaterialsEngineering,Ralph Aladdin Bates
Jamal Davis Bell,JDB1620,Jamal.Davis.Bell@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,Byron Elmo Buchanan
Jenette Colette Copeland,JCC0736,Jenette.Colette.Copeland@dtaa.com,ComputerScientist,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,2 - DesktopSoftware,Andrew Tobias Hoover
Naida Dora Mercer,NDM2251,Naida.Dora.Mercer@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,6 - AssemblyDept,Drew Owen Coleman
Jasper Abel Mcfadden,JAM1676,Jasper.Abel.Mcfadden@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,2 - RegionalFieldService,Haley Madeline Thomas
Lewis Amal Frazier,LAF2213,Lewis.Amal.Frazier@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,5 - Stockroom,Malachi Nicolas Ward
Phelan Harding Anderson,PHA0726,Phelan.Harding.Anderson@dtaa.com,SoftwareQualityEngineer,Project 53,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,1 - SQA,Rose Angela Salas
Quinlan Stephen Garza,QSG3297,Quinlan.Stephen.Garza@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,Austin Joel Coleman
Avye Gretchen Calhoun,AGC0445,Avye.Gretchen.Calhoun@dtaa.com,Attorney,,1,10 - PurchasingAndContracts,3 - Contracts,,Ori Emi Nixon
Rebecca Stephanie Edwards,RSE2382,Rebecca.Stephanie.Edwards@dtaa.com,ChiefEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,21 - TestAndEvalualtion,Ursa Melinda Bentley
Reagan Cecilia Hawkins,RCH2447,Reagan.Cecilia.Hawkins@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,4 - Lab,Vera Kessie Marsh
Hall Leonard Zimmerman,HLZ2414,Hall.Leonard.Zimmerman@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,7 - BuildingSecurity,Armand Myles Jimenez
Samuel Griffin Flowers,SGF2611,Samuel.Griffin.Flowers@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,18 - ElectricalEngineering,Malcolm Amal Rollins
